Date,Open,High,Low,Close,Adj Close,Volume
2015-04-22,52.759998,52.759998,52.759998,52.759998,44.749603,0
2015-04-23,52.759998,52.759998,52.759998,52.759998,44.749603,0
2015-04-24,55.599998,55.599998,55.599998,55.599998,47.158417,800
2015-04-27,58.500000,58.500000,58.500000,58.500000,49.618118,400
2015-04-28,55.799999,55.799999,55.799999,55.799999,47.328053,3400
2015-04-29,55.799999,55.799999,55.799999,55.799999,47.328053,0
2015-04-30,56.000000,56.000000,56.000000,56.000000,47.497688,1800
2015-05-01,54.000000,54.000000,54.000000,54.000000,45.801338,400
2015-05-04,56.150002,56.150002,56.150002,56.150002,47.624916,300
2015-05-05,56.150002,56.150002,56.150002,56.150002,47.624916,0
2015-05-06,55.500000,55.500000,55.500000,55.500000,47.073601,300
2015-05-07,54.299999,54.299999,52.500000,52.500000,44.529083,200
2015-05-08,54.000000,54.000000,54.000000,54.000000,45.801338,600
2015-05-11,54.000000,54.000000,54.000000,54.000000,45.801338,0
2015-05-12,52.000000,52.000000,52.000000,52.000000,44.104996,2000
2015-05-13,50.200001,50.200001,50.200001,50.200001,42.578285,400
2015-05-14,50.400002,50.400002,50.400002,50.400002,42.747921,1000
2015-05-15,54.000000,54.000000,54.000000,54.000000,45.801338,1300
2015-05-18,52.470001,52.470001,52.470001,52.470001,44.503639,600
2015-05-19,52.470001,52.470001,52.470001,52.470001,44.503639,7000
2015-05-20,52.470001,52.470001,52.470001,52.470001,44.503639,0
2015-05-21,52.470001,52.470001,52.470001,52.470001,44.503639,0
2015-05-22,52.470001,52.470001,52.470001,52.470001,44.503639,0
2015-05-26,52.470001,52.470001,52.470001,52.470001,44.503639,0
2015-05-27,52.750000,53.250000,52.750000,53.000000,44.953171,1400
2015-05-28,52.250000,52.250000,52.250000,52.250000,44.317039,1000
2015-05-29,52.250000,52.250000,52.250000,52.250000,44.317039,0
2015-06-01,52.250000,52.250000,52.250000,52.250000,44.317039,0
2015-06-02,47.349998,47.750000,47.349998,47.750000,40.500263,1200
2015-06-03,48.000000,48.000000,48.000000,48.000000,40.712303,100
2015-06-04,50.099998,50.099998,50.099998,50.099998,42.493465,500
2015-06-05,47.650002,47.650002,47.650002,47.650002,40.415443,3500
2015-06-08,50.099998,50.099998,50.099998,50.099998,42.493465,0
2015-06-09,46.130001,46.130001,46.130001,46.130001,39.126221,500
2015-06-10,46.799999,46.799999,46.799999,46.799999,39.694492,400
2015-06-11,46.500000,46.500000,46.500000,46.500000,39.440041,200
2015-06-12,46.500000,46.500000,46.500000,46.500000,39.440041,0
2015-06-15,44.520000,44.520000,44.520000,44.520000,37.760662,3000
2015-06-16,45.419998,45.419998,45.419998,45.419998,38.524014,500
2015-06-17,45.299999,45.299999,44.400002,44.400002,37.658882,500
2015-06-18,44.400002,44.400002,44.400002,44.400002,37.658882,0
2015-06-19,44.400002,44.400002,44.400002,44.400002,37.658882,0
2015-06-22,44.400002,44.400002,44.400002,44.400002,37.658882,0
2015-06-23,44.500000,44.500000,44.500000,44.500000,37.743698,1600
2015-06-24,45.000000,45.000000,45.000000,45.000000,38.167789,100
2015-06-25,45.000000,45.000000,45.000000,45.000000,38.167789,0
2015-06-26,45.000000,45.000000,45.000000,45.000000,38.531158,0
2015-06-29,45.000000,45.000000,45.000000,45.000000,38.531158,0
2015-06-30,46.299999,46.299999,46.299999,46.299999,39.644279,500
2015-07-01,46.299999,46.299999,46.299999,46.299999,39.644279,0
2015-07-02,46.299999,46.299999,46.299999,46.299999,39.644279,0
2015-07-06,46.299999,46.299999,46.299999,46.299999,39.644279,0
2015-07-07,46.299999,46.299999,46.299999,46.299999,39.644279,0
2015-07-08,46.299999,46.299999,46.299999,46.299999,39.644279,0
2015-07-09,38.099998,38.099998,38.099998,38.099998,32.623047,300
2015-07-10,38.099998,38.099998,38.099998,38.099998,32.990509,0
2015-07-13,38.099998,38.099998,38.099998,38.099998,32.990509,500
2015-07-14,38.700001,38.700001,38.700001,38.700001,33.510048,600
2015-07-15,38.700001,38.700001,38.700001,38.700001,33.510048,0
2015-07-16,38.700001,38.700001,38.700001,38.700001,33.510048,0
2015-07-17,37.250000,37.750000,37.250000,37.750000,32.687447,900
2015-07-20,36.599998,36.599998,36.599998,36.599998,31.691671,100
2015-07-21,36.599998,36.599998,36.599998,36.599998,31.691671,0
2015-07-22,36.599998,36.599998,36.599998,36.599998,31.691671,0
2015-07-23,44.000000,44.000000,44.000000,44.000000,38.099274,800
2015-07-24,44.000000,44.000000,44.000000,44.000000,38.099274,0
2015-07-27,44.299999,44.299999,44.299999,44.299999,38.359043,2300
2015-07-28,42.500000,42.500000,42.500000,42.500000,36.800438,200
2015-07-29,42.500000,42.500000,42.500000,42.500000,36.800438,0
2015-07-30,44.500000,44.500000,43.200001,43.200001,37.406570,300
2015-07-31,43.200001,43.200001,43.200001,43.200001,37.406570,0
2015-08-03,43.200001,43.200001,43.200001,43.200001,37.406570,0
2015-08-04,43.250000,43.250000,43.250000,43.250000,37.449860,200
2015-08-05,43.250000,43.250000,43.250000,43.250000,37.449860,0
2015-08-06,41.000000,41.000000,41.000000,41.000000,35.501602,11700
2015-08-07,41.849998,41.849998,41.849998,41.849998,36.237606,300
2015-08-10,41.849998,41.849998,41.849998,41.849998,36.237606,0
2015-08-11,41.849998,41.849998,41.849998,41.849998,36.237606,0
2015-08-12,41.400002,41.400002,41.400002,41.400002,35.847961,100
2015-08-13,40.000000,41.400002,40.000000,40.750000,35.285126,1900
2015-08-14,41.619999,41.619999,41.619999,41.619999,36.038448,300
2015-08-17,41.619999,41.619999,41.619999,41.619999,36.038448,0
2015-08-18,40.500000,40.500000,40.500000,40.500000,35.068653,300
2015-08-19,40.000000,40.000000,40.000000,40.000000,34.635704,100
2015-08-20,40.000000,40.000000,40.000000,40.000000,34.635704,0
2015-08-21,40.160000,40.160000,39.000000,39.000000,33.769814,900
2015-08-24,40.160000,40.160000,33.000000,33.000000,28.574459,6000
2015-08-25,33.000000,33.000000,33.000000,33.000000,28.574459,0
2015-08-26,39.919998,39.919998,39.919998,39.919998,34.566437,23500
2015-08-27,39.919998,39.919998,39.919998,39.919998,34.566437,0
2015-08-28,39.919998,39.919998,39.919998,39.919998,34.566437,0
2015-08-31,39.599998,39.599998,39.599998,39.599998,34.289345,200
2015-09-01,40.980000,41.750000,40.980000,41.750000,36.151016,4400
2015-09-02,41.750000,41.750000,41.750000,41.750000,36.151016,0
2015-09-03,41.750000,41.750000,41.750000,41.750000,36.151016,0
2015-09-04,41.750000,41.750000,41.750000,41.750000,36.151016,0
2015-09-08,41.750000,41.750000,41.750000,41.750000,36.151016,0
2015-09-09,41.750000,41.750000,41.750000,41.750000,36.151016,0
2015-09-10,41.750000,41.750000,41.750000,41.750000,36.151016,0
2015-09-11,43.500000,43.500000,43.500000,43.500000,37.666328,600
2015-09-14,43.500000,43.500000,43.500000,43.500000,37.666328,0
2015-09-15,43.500000,43.500000,43.500000,43.500000,37.666328,0
2015-09-16,45.529999,45.529999,45.529999,45.529999,39.424095,300
2015-09-17,45.529999,45.529999,45.529999,45.529999,39.424095,0
2015-09-18,45.529999,45.529999,45.529999,45.529999,39.424095,0
2015-09-21,45.529999,45.529999,45.529999,45.529999,39.424095,0
2015-09-22,45.529999,45.529999,45.529999,45.529999,39.424095,0
2015-09-23,43.750000,43.750000,43.750000,43.750000,37.882805,400
2015-09-24,43.750000,43.750000,43.750000,43.750000,37.882805,0
2015-09-25,44.610001,44.610001,44.299999,44.299999,38.359043,1300
2015-09-28,44.299999,44.299999,44.299999,44.299999,38.359043,0
2015-09-29,44.090000,44.090000,44.090000,44.090000,38.177204,3600
2015-09-30,45.900002,45.900002,44.900002,44.900002,38.878586,10100
2015-10-01,46.000000,46.540001,45.500000,45.500000,39.398113,14200
2015-10-02,45.500000,45.500000,45.500000,45.500000,39.398113,0
2015-10-05,45.750000,45.750000,45.750000,45.750000,39.614586,3300
2015-10-06,45.250000,45.250000,45.250000,45.250000,39.181641,100
2015-10-07,46.000000,46.000000,46.000000,46.000000,39.831062,200
2015-10-08,46.000000,46.000000,46.000000,46.000000,39.831062,0
2015-10-09,46.000000,46.000000,46.000000,46.000000,39.831062,0
2015-10-12,46.000000,46.000000,46.000000,46.000000,39.831062,0
2015-10-13,46.000000,46.000000,46.000000,46.000000,39.831062,0
2015-10-14,47.500000,47.500000,47.500000,47.500000,41.129902,100
2015-10-15,47.500000,47.500000,47.500000,47.500000,41.129902,0
2015-10-16,47.500000,47.500000,47.500000,47.500000,41.129902,0
2015-10-19,47.500000,47.500000,47.500000,47.500000,41.129902,0
2015-10-20,47.500000,47.500000,47.500000,47.500000,41.129902,0
2015-10-21,47.500000,47.500000,47.500000,47.500000,41.129902,0
2015-10-22,47.500000,47.500000,47.500000,47.500000,41.129902,0
2015-10-23,47.500000,47.500000,47.500000,47.500000,41.129902,0
2015-10-26,47.049999,47.049999,47.049999,47.049999,40.740242,500
2015-10-27,47.049999,47.049999,47.049999,47.049999,40.740242,0
2015-10-28,47.049999,47.049999,47.049999,47.049999,40.740242,0
2015-10-29,44.290001,44.290001,44.290001,44.290001,38.350384,600
2015-10-30,47.450001,47.450001,47.450001,47.450001,41.086605,2600
2015-11-02,47.450001,47.450001,47.450001,47.450001,41.086605,18300
2015-11-03,47.450001,47.450001,47.450001,47.450001,41.086605,0
2015-11-04,51.349998,51.349998,51.000000,51.000000,44.160519,1200
2015-11-05,51.000000,51.000000,51.000000,51.000000,44.160519,0
2015-11-06,51.000000,51.000000,51.000000,51.000000,44.160519,5800
2015-11-09,51.220001,51.220001,51.220001,51.220001,44.351028,300
2015-11-10,51.220001,51.220001,51.220001,51.220001,44.351028,0
2015-11-11,51.220001,51.220001,51.220001,51.220001,44.351028,0
2015-11-12,51.220001,51.220001,51.220001,51.220001,44.351028,0
2015-11-13,49.580002,49.580002,49.580002,49.580002,42.930958,300
2015-11-16,49.580002,49.580002,49.580002,49.580002,42.930958,0
2015-11-17,49.580002,49.580002,49.580002,49.580002,42.930958,0
2015-11-18,49.580002,49.580002,49.580002,49.580002,42.930958,0
2015-11-19,49.580002,49.580002,49.580002,49.580002,42.930958,0
2015-11-20,51.020000,51.020000,51.020000,51.020000,44.177845,200
2015-11-23,50.610001,50.610001,50.610001,50.610001,43.822826,500
2015-11-24,50.610001,50.610001,50.610001,50.610001,43.822826,0
2015-11-25,48.500000,48.500000,48.500000,48.500000,41.995796,1500
2015-11-27,48.500000,48.500000,48.500000,48.500000,41.995796,0
2015-11-30,48.500000,48.500000,48.500000,48.500000,41.995796,0
2015-12-01,48.500000,48.500000,48.500000,48.500000,41.995796,0
2015-12-02,48.500000,48.500000,48.500000,48.500000,41.995796,0
2015-12-03,46.500000,46.500000,46.500000,46.500000,40.264008,100
2015-12-04,46.500000,46.500000,46.500000,46.500000,40.264008,0
2015-12-07,46.000000,46.000000,46.000000,46.000000,39.831062,700
2015-12-08,46.000000,46.000000,46.000000,46.000000,39.831062,0
2015-12-09,46.000000,46.000000,46.000000,46.000000,39.831062,0
2015-12-10,43.000000,43.000000,43.000000,43.000000,37.233379,1100
2015-12-11,43.000000,43.000000,43.000000,43.000000,37.233379,0
2015-12-14,43.599998,43.599998,43.599998,43.599998,37.752922,3000
2015-12-15,43.599998,43.599998,43.599998,43.599998,37.752922,0
2015-12-16,45.549999,45.549999,45.549999,45.549999,39.441410,200
2015-12-17,45.000000,45.750000,45.000000,45.000000,38.965172,1200
2015-12-18,45.400002,45.400002,45.400002,45.400002,39.311527,200
2015-12-21,46.000000,46.000000,44.250000,44.250000,38.315750,900
2015-12-22,44.250000,44.250000,44.250000,44.250000,38.315750,0
2015-12-23,44.250000,44.250000,44.250000,44.250000,38.315750,0
2015-12-24,44.250000,44.250000,44.250000,44.250000,38.315750,0
2015-12-28,44.250000,44.250000,44.250000,44.250000,38.315750,0
2015-12-29,44.900002,44.900002,44.799999,44.799999,38.791988,3000
2015-12-30,44.799999,44.799999,44.799999,44.799999,39.960888,0
2015-12-31,43.150002,43.150002,43.150002,43.150002,38.489120,300
2016-01-04,43.150002,43.150002,43.150002,43.150002,38.489120,0
2016-01-05,43.150002,43.150002,43.150002,43.150002,38.489120,0
2016-01-06,43.150002,43.150002,43.150002,43.150002,38.489120,0
2016-01-07,39.439999,39.439999,39.439999,39.439999,35.179852,300
2016-01-08,39.439999,39.439999,39.439999,39.439999,35.179852,0
2016-01-11,40.049999,40.049999,40.049999,40.049999,35.723965,200
2016-01-12,41.400002,41.400002,40.000000,40.000000,35.679363,1100
2016-01-13,39.750000,39.750000,39.750000,39.750000,35.456375,100
2016-01-14,39.400002,39.400002,39.200001,39.200001,34.965782,400
2016-01-15,39.200001,39.200001,39.200001,39.200001,34.965782,0
2016-01-19,39.599998,39.599998,38.750000,38.750000,34.564388,2200
2016-01-20,39.549999,39.549999,37.849998,37.849998,33.761600,2100
2016-01-21,37.849998,37.849998,37.849998,37.849998,33.761600,0
2016-01-22,39.750000,39.750000,39.750000,39.750000,35.456375,200
2016-01-25,39.500000,39.500000,39.500000,39.500000,35.233376,400
2016-01-26,39.759998,39.759998,38.500000,38.500000,34.341393,1700
2016-01-27,39.490002,39.490002,39.000000,39.000000,34.787380,500
2016-01-28,39.000000,39.000000,39.000000,39.000000,34.787380,0
2016-01-29,39.099998,39.099998,39.099998,39.099998,34.876583,33300
2016-02-01,39.500000,39.500000,39.500000,39.500000,35.233376,200
2016-02-02,39.500000,39.500000,39.500000,39.500000,35.233376,0
2016-02-03,38.580002,38.580002,38.580002,38.580002,34.412750,100
2016-02-04,38.580002,38.580002,38.580002,38.580002,34.412750,0
2016-02-05,39.500000,39.500000,39.500000,39.500000,35.233376,300
2016-02-08,39.500000,39.500000,39.500000,39.500000,35.233376,0
2016-02-09,39.500000,39.500000,39.500000,39.500000,35.233376,0
2016-02-10,39.500000,39.500000,39.500000,39.500000,35.233376,0
2016-02-11,39.500000,39.500000,39.500000,39.500000,35.233376,0
2016-02-12,39.500000,39.500000,39.500000,39.500000,35.233376,0
2016-02-16,39.500000,39.500000,39.500000,39.500000,35.233376,0
2016-02-17,39.500000,39.500000,39.500000,39.500000,35.233376,0
2016-02-18,41.299999,41.299999,41.299999,41.299999,36.838940,500
2016-02-19,41.299999,41.299999,41.299999,41.299999,36.838940,0
2016-02-22,41.299999,41.299999,41.299999,41.299999,36.838940,0
2016-02-23,41.500000,41.500000,41.500000,41.500000,37.017345,500
2016-02-24,41.500000,41.500000,41.500000,41.500000,37.017345,0
2016-02-25,40.500000,41.950001,40.500000,41.950001,37.418736,1000
2016-02-26,41.650002,41.650002,41.130001,41.130001,36.687313,600
2016-02-29,41.130001,41.130001,41.130001,41.130001,36.687313,0
2016-03-01,41.130001,41.130001,41.130001,41.130001,36.687313,0
2016-03-02,41.200001,41.200001,41.200001,41.200001,36.749752,1900
2016-03-03,41.200001,41.200001,41.200001,41.200001,36.749752,0
2016-03-04,41.750000,41.750000,41.750000,41.750000,37.240337,100
2016-03-07,41.299999,41.700001,41.299999,41.700001,37.195740,400
2016-03-08,41.700001,41.700001,41.700001,41.700001,37.195740,0
2016-03-09,41.650002,41.650002,41.650002,41.650002,37.151142,700
2016-03-10,41.650002,41.650002,41.650002,41.650002,37.151142,0
2016-03-11,42.209999,42.209999,42.209999,42.209999,37.650646,200
2016-03-14,42.750000,42.750000,42.750000,42.750000,38.132320,200
2016-03-15,41.849998,41.849998,41.830002,41.830002,37.311703,700
2016-03-16,41.830002,41.830002,41.830002,41.830002,37.311703,0
2016-03-17,43.000000,43.000000,43.000000,43.000000,38.355316,2200
2016-03-18,43.750000,43.750000,43.750000,43.750000,39.024307,200
2016-03-21,45.000000,45.000000,45.000000,45.000000,40.139290,1700
2016-03-22,45.000000,45.000000,45.000000,45.000000,40.139290,1100
2016-03-23,45.000000,45.000000,45.000000,45.000000,40.139290,0
2016-03-24,45.000000,45.000000,45.000000,45.000000,40.139290,0
2016-03-28,45.000000,45.000000,45.000000,45.000000,40.139290,0
2016-03-29,46.349998,46.349998,46.349998,46.349998,41.343464,300
2016-03-30,46.349998,46.349998,46.349998,46.349998,41.343464,0
2016-03-31,44.880001,45.790001,44.880001,45.790001,40.843956,600
2016-04-01,42.500000,42.500000,42.000000,42.000000,37.463333,3700
2016-04-04,41.500000,41.500000,41.500000,41.500000,37.017345,100
2016-04-05,41.500000,41.500000,41.400002,41.400002,36.928143,300
2016-04-06,41.000000,41.000000,41.000000,41.000000,36.571354,500
2016-04-07,41.750000,41.750000,41.750000,41.750000,37.240337,1200
2016-04-08,42.500000,42.500000,42.299999,42.299999,37.730930,1100
2016-04-11,42.299999,42.299999,42.299999,42.299999,37.730930,0
2016-04-12,42.299999,42.299999,42.299999,42.299999,37.730930,0
2016-04-13,44.500000,44.500000,44.000000,44.000000,39.247303,700
2016-04-14,44.000000,44.000000,44.000000,44.000000,39.247303,0
2016-04-15,44.099998,44.099998,44.099998,44.099998,39.336502,200
2016-04-18,44.099998,44.099998,44.099998,44.099998,39.336502,0
2016-04-19,44.099998,44.099998,44.099998,44.099998,39.336502,0
2016-04-20,44.099998,44.099998,44.099998,44.099998,39.336502,0
2016-04-21,45.000000,45.000000,45.000000,45.000000,40.139290,200
2016-04-22,45.000000,45.000000,45.000000,45.000000,40.139290,0
2016-04-25,43.700001,43.700001,43.700001,43.700001,38.979706,200
2016-04-26,43.700001,43.700001,43.700001,43.700001,38.979706,0
2016-04-27,43.700001,43.700001,43.700001,43.700001,38.979706,0
2016-04-28,43.700001,43.700001,43.700001,43.700001,38.979706,0
2016-04-29,42.599998,42.599998,42.599998,42.599998,37.998520,200
2016-05-02,41.599998,41.599998,41.599998,41.599998,37.106541,200
2016-05-03,41.599998,41.599998,41.599998,41.599998,37.106541,0
2016-05-04,41.599998,41.599998,41.599998,41.599998,37.106541,0
2016-05-05,40.169998,40.169998,40.169998,40.169998,35.831005,500
2016-05-06,40.169998,40.169998,40.169998,40.169998,35.831005,3300
2016-05-09,40.389999,40.389999,40.389999,40.389999,36.027237,200
2016-05-10,40.389999,40.389999,40.389999,40.389999,36.027237,0
2016-05-11,40.250000,40.250000,40.250000,40.250000,35.902363,3000
2016-05-12,40.250000,40.250000,40.250000,40.250000,35.902363,0
2016-05-13,39.549999,40.180000,39.549999,40.180000,35.839924,400
2016-05-16,40.180000,40.180000,40.180000,40.180000,35.839924,0
2016-05-17,39.250000,39.250000,39.250000,39.250000,35.010376,8900
2016-05-18,39.250000,39.250000,39.250000,39.250000,35.010376,0
2016-05-19,39.250000,39.250000,39.250000,39.250000,35.010376,0
2016-05-20,38.000000,39.000000,38.000000,39.000000,34.787380,500
2016-05-23,39.000000,39.000000,39.000000,39.000000,34.787380,0
2016-05-24,39.000000,39.000000,39.000000,39.000000,34.787380,0
2016-05-25,39.000000,39.000000,39.000000,39.000000,34.787380,200
2016-05-26,40.000000,40.610001,40.000000,40.610001,36.223476,3000
2016-05-27,40.610001,40.610001,40.610001,40.610001,36.223476,0
2016-05-31,40.880001,41.570000,40.700001,40.700001,36.303757,1900
2016-06-01,40.799999,40.799999,40.799999,40.799999,36.392956,200
2016-06-02,40.799999,40.799999,40.799999,40.799999,36.392956,0
2016-06-03,41.000000,41.080002,41.000000,41.080002,36.642712,500
2016-06-06,41.080002,41.080002,41.080002,41.080002,36.642712,0
2016-06-07,41.080002,41.080002,41.080002,41.080002,36.642712,0
2016-06-08,41.080002,41.080002,41.080002,41.080002,36.642712,0
2016-06-09,41.000000,41.000000,41.000000,41.000000,36.571354,300
2016-06-10,41.000000,41.000000,41.000000,41.000000,36.571354,500
2016-06-13,41.000000,41.000000,41.000000,41.000000,36.571354,0
2016-06-14,41.000000,41.000000,41.000000,41.000000,36.571354,0
2016-06-15,41.000000,41.000000,41.000000,41.000000,36.571354,0
2016-06-16,41.000000,41.000000,41.000000,41.000000,36.571354,0
2016-06-17,40.250000,40.250000,39.939999,39.939999,35.625843,900
2016-06-20,39.939999,39.939999,39.939999,39.939999,35.625843,0
2016-06-21,41.099998,41.099998,41.099998,41.099998,36.660549,100
2016-06-22,41.099998,41.099998,41.099998,41.099998,36.660549,0
2016-06-23,41.099998,41.099998,41.099998,41.099998,36.660549,0
2016-06-24,40.029999,40.029999,40.029999,40.029999,35.706123,200
2016-06-27,40.029999,40.029999,40.029999,40.029999,35.706123,0
2016-06-28,40.029999,40.029999,40.029999,40.029999,36.116394,0
2016-06-29,40.029999,40.029999,40.029999,40.029999,36.116394,0
2016-06-30,40.029999,40.029999,40.029999,40.029999,36.116394,0
2016-07-01,40.029999,40.029999,40.029999,40.029999,36.116394,0
2016-07-05,40.790001,40.790001,40.790001,40.790001,36.802097,500
2016-07-06,39.099998,39.660000,39.099998,39.660000,35.782574,3900
2016-07-07,39.660000,39.660000,39.660000,39.660000,35.782574,0
2016-07-08,39.130001,39.130001,39.130001,39.130001,35.304390,4500
2016-07-11,39.130001,39.130001,39.130001,39.130001,35.304390,0
2016-07-12,41.099998,41.099998,41.099998,41.099998,37.081787,400
2016-07-13,41.700001,41.709999,41.700001,41.709999,37.632153,400
2016-07-14,41.709999,41.709999,41.709999,41.709999,37.632153,0
2016-07-15,41.509998,41.509998,41.049999,41.049999,37.036674,26700
2016-07-18,41.049999,41.049999,41.049999,41.049999,37.036674,0
2016-07-19,41.049999,41.049999,41.049999,41.049999,37.036674,0
2016-07-20,41.049999,41.049999,41.049999,41.049999,37.036674,0
2016-07-21,40.830002,40.830002,40.830002,40.830002,36.838188,300
2016-07-22,40.830002,40.830002,40.830002,40.830002,36.838188,0
2016-07-25,40.830002,40.830002,40.830002,40.830002,36.838188,0
2016-07-26,42.750000,42.750000,42.750000,42.750000,38.570473,1100
2016-07-27,42.750000,42.750000,42.750000,42.750000,38.570473,0
2016-07-28,42.750000,42.750000,42.750000,42.750000,38.570473,0
2016-07-29,42.750000,42.750000,42.750000,42.750000,38.570473,0
2016-08-01,42.750000,42.750000,42.750000,42.750000,38.570473,0
